dep,date,Recovered,Deaths
51,2020-05-18,868,245
52,2020-05-18,187,72
53,2020-05-18,136,40
54,2020-05-18,924,331
55,2020-05-18,332,90
56,2020-05-18,356,87
57,2020-05-18,1988,771
58,2020-05-18,59,25
59,2020-05-18,1693,537
60,2020-05-18,878,377
61,2020-05-18,178,35
62,2020-05-18,1114,271
63,2020-05-18,152,40
64,2020-05-18,189,26
65,2020-05-18,127,25
66,2020-05-18,273,34
67,2020-05-18,2055,601
68,2020-05-18,2159,757
69,2020-05-18,2313,599
70,2020-05-18,221,77
71,2020-05-18,541,187
72,2020-05-18,274,75
73,2020-05-18,355,59
74,2020-05-18,755,155
75,2020-05-18,5060,1626
76,2020-05-18,639,168
77,2020-05-18,2161,586
78,2020-05-18,1765,466
79,2020-05-18,55,20
80,2020-05-18,617,205
81,2020-05-18,100,22
82,2020-05-18,37,5
83,2020-05-18,816,125
84,2020-05-18,222,34
85,2020-05-18,167,34
86,2020-05-18,119,37
87,2020-05-18,107,24
88,2020-05-18,626,250
89,2020-05-18,209,77
90,2020-05-18,426,168
91,2020-05-18,1709,478
92,2020-05-18,3537,982
93,2020-05-18,2950,924
94,2020-05-18,3205,1056
95,2020-05-18,2033,648
971,2020-05-18,72,19
972,2020-05-18,80,14
973,2020-05-18,45,1
974,2020-05-18,115,0
976,2020-05-18,178,18
01,2020-05-19,342,92
02,2020-05-19,868,250
03,2020-05-19,157,34
04,2020-05-19,115,11
05,2020-05-19,108,16
06,2020-05-19,598,172
07,2020-05-19,329,99
08,2020-05-19,130,52
09,2020-05-19,29,1
10,2020-05-19,530,124
11,2020-05-19,204,55
12,2020-05-19,128,23
13,2020-05-19,2735,496
14,2020-05-19,234,75
15,2020-05-19,39,9
16,2020-05-19,47,12
17,2020-05-19,118,45
18,2020-05-19,134,71
19,2020-05-19,103,33
21,2020-05-19,796,237
22,2020-05-19,163,31
23,2020-05-19,49,6
24,2020-05-19,74,12
25,2020-05-19,544,144
26,2020-05-19,457,128
27,2020-05-19,150,74
28,2020-05-19,418,113
29,2020-05-19,157,41
2A,2020-05-19,112,47
2B,2020-05-19,102,10
30,2020-05-19,270,85
31,2020-05-19,576,62
32,2020-05-19,79,23
33,2020-05-19,794,141
34,2020-05-19,636,115
35,2020-05-19,377,81
36,2020-05-19,96,74
37,2020-05-19,271,76
38,2020-05-19,562,133
39,2020-05-19,218,58
40,2020-05-19,60,12
41,2020-05-19,190,60
42,2020-05-19,779,225
43,2020-05-19,87,14
44,2020-05-19,522,142
45,2020-05-19,506,89
46,2020-05-19,60,20
47,2020-05-19,53,9
48,2020-05-19,21,1
49,2020-05-19,471,124
50,2020-05-19,118,46
51,2020-05-19,875,247
52,2020-05-19,188,72
53,2020-05-19,138,39
54,2020-05-19,935,331
55,2020-05-19,338,92
56,2020-05-19,367,87
57,2020-05-19,2011,778
58,2020-05-19,59,25
59,2020-05-19,1727,541
60,2020-05-19,908,378
61,2020-05-19,179,36
62,2020-05-19,1132,271
63,2020-05-19,154,40
64,2020-05-19,191,26
65,2020-05-19,129,25
66,2020-05-19,273,34
67,2020-05-19,2083,608
68,2020-05-19,2200,760
69,2020-05-19,2348,602
70,2020-05-19,226,77
71,2020-05-19,552,191
72,2020-05-19,279,75
73,2020-05-19,359,59
74,2020-05-19,765,156
75,2020-05-19,5152,1638
76,2020-05-19,642,173
77,2020-05-19,2174,592
78,2020-05-19,1788,469
79,2020-05-19,55,20
80,2020-05-19,625,206
81,2020-05-19,100,22
82,2020-05-19,37,5
83,2020-05-19,821,125
84,2020-05-19,222,35
85,2020-05-19,168,35
86,2020-05-19,119,37
87,2020-05-19,109,24
88,2020-05-19,633,249
89,2020-05-19,213,78
90,2020-05-19,431,168
91,2020-05-19,1724,482
92,2020-05-19,3591,987
93,2020-05-19,2981,930
94,2020-05-19,3256,1065
95,2020-05-19,2080,653
971,2020-05-19,72,16
972,2020-05-19,80,14
973,2020-05-19,50,1
974,2020-05-19,115,0
976,2020-05-19,184,18
01,2020-05-20,348,92
02,2020-05-20,874,252
03,2020-05-20,158,37
04,2020-05-20,115,11
05,2020-05-20,108,16
06,2020-05-20,607,172
07,2020-05-20,342,101
08,2020-05-20,131,52
09,2020-05-20,29,1
10,2020-05-20,542,126
11,2020-05-20,209,55
12,2020-05-20,128,23
13,2020-05-20,2782,503
14,2020-05-20,237,75
15,2020-05-20,40,9
16,2020-05-20,47,12
17,2020-05-20,119,46
18,2020-05-20,138,73
19,2020-05-20,103,33
21,2020-05-20,801,238
22,2020-05-20,166,31
23,2020-05-20,49,8
24,2020-05-20,76,12
25,2020-05-20,549,144
26,2020-05-20,462,128
27,2020-05-20,156,74
28,2020-05-20,423,116
29,2020-05-20,158,41
2A,2020-05-20,115,47
2B,2020-05-20,102,10
30,2020-05-20,278,88
31,2020-05-20,577,64
32,2020-05-20,79,23
33,2020-05-20,801,141
34,2020-05-20,639,116
35,2020-05-20,380,81
36,2020-05-20,96,74
37,2020-05-20,274,77
38,2020-05-20,569,133
39,2020-05-20,224,58
40,2020-05-20,63,12
41,2020-05-20,196,60
42,2020-05-20,806,228
43,2020-05-20,88,14
44,2020-05-20,527,143
45,2020-05-20,510,90
46,2020-05-20,60,20
47,2020-05-20,55,9
48,2020-05-20,22,1
49,2020-05-20,478,125
50,2020-05-20,118,46
51,2020-05-20,882,247
52,2020-05-20,190,75
53,2020-05-20,138,39
54,2020-05-20,949,331
55,2020-05-20,340,93
56,2020-05-20,370,87
57,2020-05-20,2049,785
58,2020-05-20,69,25
59,2020-05-20,1751,546
60,2020-05-20,912,379
61,2020-05-20,181,36
62,2020-05-20,1132,272
63,2020-05-20,156,40
64,2020-05-20,192,26
65,2020-05-20,138,25
66,2020-05-20,274,34
67,2020-05-20,2093,609
68,2020-05-20,2229,763
69,2020-05-20,2383,602
70,2020-05-20,227,77
71,2020-05-20,562,191
72,2020-05-20,282,75
73,2020-05-20,361,61
74,2020-05-20,772,158
75,2020-05-20,5215,1641
76,2020-05-20,650,174
77,2020-05-20,2200,595
78,2020-05-20,1805,472
79,2020-05-20,55,20
80,2020-05-20,633,208
81,2020-05-20,100,22
82,2020-05-20,37,5
83,2020-05-20,825,125
84,2020-05-20,223,35
85,2020-05-20,173,35
86,2020-05-20,121,37
87,2020-05-20,111,24
88,2020-05-20,637,250
89,2020-05-20,219,79
90,2020-05-20,435,168
91,2020-05-20,1760,482
92,2020-05-20,3645,994
93,2020-05-20,3018,932
94,2020-05-20,3277,1075
95,2020-05-20,2113,653
971,2020-05-20,73,16
972,2020-05-20,81,14
973,2020-05-20,51,1
974,2020-05-20,116,1
976,2020-05-20,186,18
01,2020-05-21,351,93
02,2020-05-21,878,252
03,2020-05-21,158,37
04,2020-05-21,115,11
05,2020-05-21,108,16
06,2020-05-21,614,173
07,2020-05-21,352,101
08,2020-05-21,131,53
09,2020-05-21,29,1
10,2020-05-21,544,126
11,2020-05-21,211,55
12,2020-05-21,128,23
13,2020-05-21,2799,509
14,2020-05-21,242,77
15,2020-05-21,40,9
16,2020-05-21,47,12
17,2020-05-21,119,46
18,2020-05-21,138,73
19,2020-05-21,105,33
21,2020-05-21,803,238
22,2020-05-21,169,31
23,2020-05-21,50,8
24,2020-05-21,76,12
25,2020-05-21,552,144
26,2020-05-21,464,128
27,2020-05-21,157,74
28,2020-05-21,425,116
29,2020-05-21,159,41
2A,2020-05-21,115,47
2B,2020-05-21,102,10
30,2020-05-21,278,88
31,2020-05-21,581,64
32,2020-05-21,79,23
33,2020-05-21,807,141
34,2020-05-21,640,116
35,2020-05-21,382,82
36,2020-05-21,96,75
37,2020-05-21,279,77
38,2020-05-21,589,135
39,2020-05-21,225,58
40,2020-05-21,63,12
41,2020-05-21,196,60
42,2020-05-21,806,229
43,2020-05-21,88,14
44,2020-05-21,528,143
45,2020-05-21,516,91
46,2020-05-21,62,21
47,2020-05-21,55,9
48,2020-05-21,22,1
49,2020-05-21,487,127
50,2020-05-21,118,46
51,2020-05-21,883,249
52,2020-05-21,191,75
53,2020-05-21,138,40
54,2020-05-21,957,331
55,2020-05-21,347,93
56,2020-05-21,371,87
57,2020-05-21,2063,786
58,2020-05-21,73,25
59,2020-05-21,1774,550
60,2020-05-21,917,379
61,2020-05-21,181,36
62,2020-05-21,1134,275
63,2020-05-21,158,40
64,2020-05-21,192,26
65,2020-05-21,140,25
66,2020-05-21,276,34
67,2020-05-21,2102,609
68,2020-05-21,2239,763
69,2020-05-21,2408,603
70,2020-05-21,227,77
71,2020-05-21,564,191
72,2020-05-21,286,75
73,2020-05-21,361,61
74,2020-05-21,775,158
75,2020-05-21,5258,1649
76,2020-05-21,659,174
77,2020-05-21,2220,601
78,2020-05-21,1806,473
79,2020-05-21,55,20
80,2020-05-21,643,208
81,2020-05-21,101,22
82,2020-05-21,37,5
83,2020-05-21,826,125
84,2020-05-21,224,35
85,2020-05-21,174,35
86,2020-05-21,121,37
87,2020-05-21,111,24
88,2020-05-21,643,250
89,2020-05-21,221,81
90,2020-05-21,476,169
91,2020-05-21,1791,482
92,2020-05-21,3669,994
93,2020-05-21,3025,934
94,2020-05-21,3294,1079
95,2020-05-21,2141,655
971,2020-05-21,73,16
972,2020-05-21,81,14
973,2020-05-21,51,1
974,2020-05-21,116,1
976,2020-05-21,198,18
01,2020-05-22,352,94
02,2020-05-22,882,252
03,2020-05-22,159,37
04,2020-05-22,115,11
05,2020-05-22,108,17
06,2020-05-22,616,174
07,2020-05-22,353,101
08,2020-05-22,133,53
09,2020-05-22,31,2
10,2020-05-22,544,126
11,2020-05-22,212,55
12,2020-05-22,132,23
13,2020-05-22,2809,512
14,2020-05-22,247,77
15,2020-05-22,40,9
16,2020-05-22,47,12
17,2020-05-22,119,46
18,2020-05-22,142,74
19,2020-05-22,106,34
21,2020-05-22,806,239
22,2020-05-22,172,31
23,2020-05-22,50,8
24,2020-05-22,77,12
25,2020-05-22,553,146
26,2020-05-22,465,128
27,2020-05-22,157,74
28,2020-05-22,422,116
29,2020-05-22,159,42
2A,2020-05-22,115,47
2B,2020-05-22,103,10
30,2020-05-22,278,88
31,2020-05-22,583,64
32,2020-05-22,79,23
33,2020-05-22,809,141
34,2020-05-22,639,117
35,2020-05-22,382,82
36,2020-05-22,100,75
37,2020-05-22,279,77
38,2020-05-22,592,135
39,2020-05-22,228,59
40,2020-05-22,63,12
41,2020-05-22,196,60
42,2020-05-22,811,232
43,2020-05-22,88,14
44,2020-05-22,529,143
45,2020-05-22,518,91
46,2020-05-22,62,22
47,2020-05-22,56,9
48,2020-05-22,22,1
49,2020-05-22,491,129
50,2020-05-22,119,46
51,2020-05-22,884,248
52,2020-05-22,191,76
53,2020-05-22,141,40
54,2020-05-22,970,333
55,2020-05-22,348,93
56,2020-05-22,371,87
57,2020-05-22,2067,790
58,2020-05-22,73,25
59,2020-05-22,1784,551
60,2020-05-22,928,380
61,2020-05-22,181,36
62,2020-05-22,1135,277
63,2020-05-22,158,40
64,2020-05-22,193,26
65,2020-05-22,140,25
66,2020-05-22,276,34
67,2020-05-22,2122,613
68,2020-05-22,2275,767
69,2020-05-22,2411,606
70,2020-05-22,227,77
71,2020-05-22,574,191
72,2020-05-22,287,75
73,2020-05-22,363,61
74,2020-05-22,779,158
75,2020-05-22,5277,1660
76,2020-05-22,660,174
77,2020-05-22,2221,601
78,2020-05-22,1831,476
79,2020-05-22,55,20
80,2020-05-22,643,208
81,2020-05-22,101,22
82,2020-05-22,37,5
83,2020-05-22,830,125
84,2020-05-22,224,35
85,2020-05-22,175,35
86,2020-05-22,121,37
87,2020-05-22,116,24
88,2020-05-22,649,250
89,2020-05-22,227,82
90,2020-05-22,476,169
91,2020-05-22,1833,486
92,2020-05-22,3677,997
93,2020-05-22,3039,936
94,2020-05-22,3303,1081
95,2020-05-22,2154,661
971,2020-05-22,73,16
972,2020-05-22,81,14
973,2020-05-22,51,1
974,2020-05-22,116,1
976,2020-05-22,202,18
01,2020-05-23,357,95
02,2020-05-23,884,255
03,2020-05-23,162,37
04,2020-05-23,115,11
05,2020-05-23,108,17
06,2020-05-23,616,174
07,2020-05-23,354,101
08,2020-05-23,133,53
09,2020-05-23,31,2
10,2020-05-23,544,126
11,2020-05-23,212,55
12,2020-05-23,132,23
13,2020-05-23,2819,513
14,2020-05-23,248,78
15,2020-05-23,40,9
16,2020-05-23,47,12
17,2020-05-23,120,46
18,2020-05-23,142,74
19,2020-05-23,106,34
21,2020-05-23,807,239
22,2020-05-23,176,31
23,2020-05-23,52,8
24,2020-05-23,77,12
25,2020-05-23,558,146
26,2020-05-23,468,128
27,2020-05-23,158,74
28,2020-05-23,424,116
29,2020-05-23,160,42
2A,2020-05-23,115,47
2B,2020-05-23,103,10
30,2020-05-23,280,88
31,2020-05-23,583,65
32,2020-05-23,79,23
33,2020-05-23,813,142
34,2020-05-23,640,117
35,2020-05-23,383,82
36,2020-05-23,100,75
37,2020-05-23,281,77
38,2020-05-23,596,137
39,2020-05-23,229,59
40,2020-05-23,63,12
41,2020-05-23,199,61
42,2020-05-23,814,232
43,2020-05-23,88,14
44,2020-05-23,530,143
45,2020-05-23,520,92
46,2020-05-23,63,22
47,2020-05-23,57,9
48,2020-05-23,22,1
49,2020-05-23,494,129
50,2020-05-23,121,46
51,2020-05-23,891,250
52,2020-05-23,196,77
53,2020-05-23,141,41
54,2020-05-23,971,335
55,2020-05-23,347,93
56,2020-05-23,372,87
57,2020-05-23,2070,790
58,2020-05-23,73,25
59,2020-05-23,1798,553
60,2020-05-23,933,382
61,2020-05-23,185,36
62,2020-05-23,1142,277
63,2020-05-23,161,40
64,2020-05-23,194,26
65,2020-05-23,140,25
66,2020-05-23,276,34
67,2020-05-23,2134,613
68,2020-05-23,2297,770
69,2020-05-23,2413,609
70,2020-05-23,227,77
71,2020-05-23,574,191
72,2020-05-23,290,76
73,2020-05-23,363,63
74,2020-05-23,782,158
75,2020-05-23,5326,1663
76,2020-05-23,661,174
77,2020-05-23,2237,603
78,2020-05-23,1834,477
79,2020-05-23,55,20
80,2020-05-23,644,208
81,2020-05-23,102,22
82,2020-05-23,38,5
83,2020-05-23,830,126
84,2020-05-23,224,35
85,2020-05-23,180,36
86,2020-05-23,121,37
87,2020-05-23,116,24
88,2020-05-23,648,250
89,2020-05-23,228,82
90,2020-05-23,480,169
91,2020-05-23,1875,487
92,2020-05-23,3678,997
93,2020-05-23,3050,938
94,2020-05-23,3312,1081
95,2020-05-23,2170,661
971,2020-05-23,73,16
972,2020-05-23,81,14
973,2020-05-23,56,1
974,2020-05-23,116,1
976,2020-05-23,210,19
01,2020-05-24,357,95
02,2020-05-24,884,255
03,2020-05-24,163,37
04,2020-05-24,115,11
05,2020-05-24,108,17
06,2020-05-24,617,175
07,2020-05-24,354,101
08,2020-05-24,135,53
09,2020-05-24,31,2
10,2020-05-24,543,128
11,2020-05-24,212,55
12,2020-05-24,132,23
13,2020-05-24,2820,514
14,2020-05-24,248,78
15,2020-05-24,40,9
16,2020-05-24,47,12
17,2020-05-24,120,46
18,2020-05-24,142,74
19,2020-05-24,106,34
21,2020-05-24,809,239
22,2020-05-24,176,31
23,2020-05-24,52,8
24,2020-05-24,77,12
25,2020-05-24,558,146
26,2020-05-24,468,128
27,2020-05-24,158,74
28,2020-05-24,425,117
29,2020-05-24,160,42
2A,2020-05-24,115,48
2B,2020-05-24,103,10
30,2020-05-24,280,88
31,2020-05-24,584,66
32,2020-05-24,79,23
33,2020-05-24,813,142
34,2020-05-24,640,117
35,2020-05-24,383,82
36,2020-05-24,100,75
37,2020-05-24,281,77
38,2020-05-24,596,137
39,2020-05-24,229,59
40,2020-05-24,63,12
41,2020-05-24,199,61
42,2020-05-24,814,232
43,2020-05-24,88,14
44,2020-05-24,530,144
45,2020-05-24,520,92
46,2020-05-24,63,22
47,2020-05-24,57,9
48,2020-05-24,22,1
49,2020-05-24,495,130
50,2020-05-24,121,46
51,2020-05-24,892,250
52,2020-05-24,196,77
53,2020-05-24,141,41
54,2020-05-24,973,337
55,2020-05-24,355,93
56,2020-05-24,372,87
57,2020-05-24,2077,790
58,2020-05-24,73,26
59,2020-05-24,1803,555
60,2020-05-24,933,383
61,2020-05-24,185,36
62,2020-05-24,1143,278
63,2020-05-24,161,40
64,2020-05-24,195,26
65,2020-05-24,140,25
66,2020-05-24,276,34
67,2020-05-24,2141,619
68,2020-05-24,2296,770
69,2020-05-24,2413,609
70,2020-05-24,227,77
71,2020-05-24,575,191
72,2020-05-24,291,76
73,2020-05-24,363,63
74,2020-05-24,783,158
75,2020-05-24,5332,1666
76,2020-05-24,663,174
77,2020-05-24,2243,605
78,2020-05-24,1834,477
79,2020-05-24,55,20
80,2020-05-24,644,208
81,2020-05-24,102,22
82,2020-05-24,38,5
83,2020-05-24,830,126
84,2020-05-24,224,35
85,2020-05-24,180,36
86,2020-05-24,121,37
87,2020-05-24,116,24
88,2020-05-24,648,251
89,2020-05-24,229,82
90,2020-05-24,480,170
91,2020-05-24,1875,487
92,2020-05-24,3683,1000
93,2020-05-24,3051,939
94,2020-05-24,3313,1083
95,2020-05-24,2174,661
971,2020-05-24,73,16
972,2020-05-24,81,14
973,2020-05-24,56,1
974,2020-05-24,116,1
976,2020-05-24,211,19
01,2020-05-25,357,95
02,2020-05-25,900,257
03,2020-05-25,164,37
04,2020-05-25,116,11
05,2020-05-25,108,17
06,2020-05-25,620,176
07,2020-05-25,356,102
08,2020-05-25,135,53
09,2020-05-25,31,2
10,2020-05-25,543,128
11,2020-05-25,212,55
12,2020-05-25,132,23
13,2020-05-25,2843,518
14,2020-05-25,248,80
15,2020-05-25,40,9
16,2020-05-25,48,12
17,2020-05-25,121,46
18,2020-05-25,143,74
19,2020-05-25,109,34
21,2020-05-25,827,239
22,2020-05-25,176,31
23,2020-05-25,55,9
24,2020-05-25,77,12
25,2020-05-25,560,146
26,2020-05-25,469,128
27,2020-05-25,160,77
28,2020-05-25,426,117
29,2020-05-25,160,42
2A,2020-05-25,115,48
2B,2020-05-25,103,10
30,2020-05-25,285,91
31,2020-05-25,588,66
32,2020-05-25,79,23
33,2020-05-25,821,143
34,2020-05-25,647,117
35,2020-05-25,388,83
36,2020-05-25,100,76
37,2020-05-25,281,77
38,2020-05-25,604,141
39,2020-05-25,229,59
40,2020-05-25,63,12
41,2020-05-25,201,63
42,2020-05-25,815,233
43,2020-05-25,90,15
44,2020-05-25,533,144
45,2020-05-25,520,92
46,2020-05-25,63,22
47,2020-05-25,57,9
48,2020-05-25,22,1
49,2020-05-25,497,131
50,2020-05-25,122,46
51,2020-05-25,894,250
52,2020-05-25,197,77
53,2020-05-25,141,42
54,2020-05-25,1014,337
55,2020-05-25,358,95
56,2020-05-25,373,88
57,2020-05-25,2083,790
58,2020-05-25,73,26
59,2020-05-25,1815,559
60,2020-05-25,939,384
61,2020-05-25,185,36
62,2020-05-25,1150,279
63,2020-05-25,163,40
64,2020-05-25,208,26
65,2020-05-25,140,25
66,2020-05-25,276,34
67,2020-05-25,2152,620
68,2020-05-25,2321,774
69,2020-05-25,2469,612
70,2020-05-25,237,77
71,2020-05-25,586,193
72,2020-05-25,292,76
73,2020-05-25,364,63
74,2020-05-25,788,158
75,2020-05-25,5362,1672
76,2020-05-25,664,174
77,2020-05-25,2254,615
78,2020-05-25,1853,479
79,2020-05-25,55,20
80,2020-05-25,651,212
81,2020-05-25,102,22
82,2020-05-25,38,5
83,2020-05-25,841,127
84,2020-05-25,224,35
85,2020-05-25,183,36
86,2020-05-25,122,37
87,2020-05-25,117,25
88,2020-05-25,650,251
89,2020-05-25,234,83
90,2020-05-25,480,171
91,2020-05-25,1917,489
92,2020-05-25,3702,1007
93,2020-05-25,3067,941
94,2020-05-25,3356,1085
95,2020-05-25,2204,662
971,2020-05-25,73,17
972,2020-05-25,81,14
973,2020-05-25,56,1
974,2020-05-25,116,1
976,2020-05-25,211,19
01,2020-05-26,366,95
02,2020-05-26,907,258
03,2020-05-26,164,37
04,2020-05-26,116,11
05,2020-05-26,109,17
06,2020-05-26,626,178
07,2020-05-26,361,102
08,2020-05-26,143,53
09,2020-05-26,31,2
10,2020-05-26,548,130
11,2020-05-26,213,55
12,2020-05-26,132,23
13,2020-05-26,2869,521
14,2020-05-26,251,81
15,2020-05-26,42,9
16,2020-05-26,50,12
17,2020-05-26,121,47
18,2020-05-26,143,74
19,2020-05-26,114,34
21,2020-05-26,850,241
22,2020-05-26,178,31
23,2020-05-26,56,9
24,2020-05-26,77,12
25,2020-05-26,572,146
26,2020-05-26,470,128
27,2020-05-26,165,78
28,2020-05-26,428,117
29,2020-05-26,160,43
2A,2020-05-26,115,48
2B,2020-05-26,103,10
30,2020-05-26,285,92
31,2020-05-26,597,66
32,2020-05-26,79,23
33,2020-05-26,825,144
34,2020-05-26,650,118
35,2020-05-26,396,83
36,2020-05-26,101,76
37,2020-05-26,283,78
38,2020-05-26,606,142
39,2020-05-26,262,60
40,2020-05-26,63,12
41,2020-05-26,206,63
42,2020-05-26,828,236
43,2020-05-26,90,15
44,2020-05-26,543,144
45,2020-05-26,530,93
46,2020-05-26,63,22
47,2020-05-26,58,9
48,2020-05-26,22,1
49,2020-05-26,498,132
50,2020-05-26,123,47
51,2020-05-26,902,250
52,2020-05-26,198,77
53,2020-05-26,142,42
54,2020-05-26,1022,340
55,2020-05-26,368,94
56,2020-05-26,376,89
57,2020-05-26,2090,792
58,2020-05-26,74,26
59,2020-05-26,1838,562
60,2020-05-26,946,384
61,2020-05-26,187,37
62,2020-05-26,1162,281
63,2020-05-26,163,41
64,2020-05-26,208,27
65,2020-05-26,143,25
66,2020-05-26,276,34
67,2020-05-26,2160,621
68,2020-05-26,2343,771
69,2020-05-26,2489,616
70,2020-05-26,252,77
71,2020-05-26,600,193
72,2020-05-26,293,76
73,2020-05-26,366,64
74,2020-05-26,793,160
75,2020-05-26,5405,1676
76,2020-05-26,673,174
77,2020-05-26,2266,624
78,2020-05-26,1861,487
79,2020-05-26,56,20
80,2020-05-26,662,212
81,2020-05-26,107,22
82,2020-05-26,38,5
83,2020-05-26,846,127
84,2020-05-26,224,35
85,2020-05-26,187,36
86,2020-05-26,122,37
87,2020-05-26,117,25
88,2020-05-26,656,251
89,2020-05-26,251,83
90,2020-05-26,482,171
91,2020-05-26,1929,489
92,2020-05-26,3739,1009
93,2020-05-26,3102,943
94,2020-05-26,3391,1091
95,2020-05-26,2225,669
971,2020-05-26,73,17
972,2020-05-26,81,14
973,2020-05-26,64,1
974,2020-05-26,116,1
976,2020-05-26,218,19
01,2020-05-27,366,95
02,2020-05-27,917,259
03,2020-05-27,171,37
04,2020-05-27,116,12
05,2020-05-27,109,17
06,2020-05-27,632,178
07,2020-05-27,369,104
08,2020-05-27,143,53
09,2020-05-27,32,2
10,2020-05-27,567,131
11,2020-05-27,214,55
12,2020-05-27,132,23
13,2020-05-27,2887,521
14,2020-05-27,274,81
15,2020-05-27,42,9
16,2020-05-27,50,12
17,2020-05-27,122,48
18,2020-05-27,144,74
19,2020-05-27,114,34
21,2020-05-27,860,241
22,2020-05-27,178,32
23,2020-05-27,56,10
24,2020-05-27,79,12
25,2020-05-27,598,147
26,2020-05-27,471,128
27,2020-05-27,169,78
28,2020-05-27,429,117
29,2020-05-27,160,43
2A,2020-05-27,121,48
2B,2020-05-27,103,10
30,2020-05-27,286,92
31,2020-05-27,597,66
32,2020-05-27,83,23
33,2020-05-27,828,144
34,2020-05-27,652,118
35,2020-05-27,399,84
36,2020-05-27,101,76
37,2020-05-27,291,79
38,2020-05-27,608,143
39,2020-05-27,265,60
40,2020-05-27,63,12
41,2020-05-27,207,63
42,2020-05-27,834,237
43,2020-05-27,90,15
44,2020-05-27,549,144
45,2020-05-27,529,93
46,2020-05-27,63,22
47,2020-05-27,58,9
48,2020-05-27,22,1
49,2020-05-27,503,133
50,2020-05-27,123,47
51,2020-05-27,916,253
52,2020-05-27,199,77
53,2020-05-27,145,42
54,2020-05-27,1029,341
55,2020-05-27,370,93
56,2020-05-27,379,89
57,2020-05-27,2099,793
58,2020-05-27,75,27
59,2020-05-27,1865,564
60,2020-05-27,951,387
61,2020-05-27,195,37
62,2020-05-27,1165,281
63,2020-05-27,163,41
64,2020-05-27,209,27
65,2020-05-27,143,25
66,2020-05-27,276,34
67,2020-05-27,2193,623
68,2020-05-27,2390,773
69,2020-05-27,2531,617
70,2020-05-27,253,77
71,2020-05-27,606,193
72,2020-05-27,296,78
73,2020-05-27,369,66
74,2020-05-27,793,160
75,2020-05-27,5510,1680
76,2020-05-27,679,175
77,2020-05-27,2288,629
78,2020-05-27,1870,489
79,2020-05-27,57,20
80,2020-05-27,663,213
81,2020-05-27,109,22
82,2020-05-27,39,5
83,2020-05-27,848,127
84,2020-05-27,225,35
85,2020-05-27,188,37
86,2020-05-27,122,37
87,2020-05-27,117,25
88,2020-05-27,658,252
89,2020-05-27,255,84
90,2020-05-27,488,172
91,2020-05-27,1949,491
92,2020-05-27,3796,1011
93,2020-05-27,3126,945
94,2020-05-27,3409,1096
95,2020-05-27,2234,673
971,2020-05-27,73,17
972,2020-05-27,81,14
973,2020-05-27,66,1
974,2020-05-27,116,1
976,2020-05-27,223,19
01,2020-05-28,372,95
02,2020-05-28,922,261
03,2020-05-28,171,38
04,2020-05-28,116,12
05,2020-05-28,109,17
06,2020-05-28,639,179
07,2020-05-28,384,105
08,2020-05-28,146,53
09,2020-05-28,32,2
10,2020-05-28,570,132
11,2020-05-28,218,55
12,2020-05-28,133,24
13,2020-05-28,2905,523
14,2020-05-28,276,81
15,2020-05-28,42,9
16,2020-05-28,51,12
17,2020-05-28,122,48
18,2020-05-28,145,74
19,2020-05-28,115,34
21,2020-05-28,863,241
22,2020-05-28,179,32
23,2020-05-28,56,11
24,2020-05-28,81,13
25,2020-05-28,603,148
26,2020-05-28,472,128
27,2020-05-28,175,78
28,2020-05-28,432,117
29,2020-05-28,160,43
2A,2020-05-28,122,48
2B,2020-05-28,103,10
30,2020-05-28,290,92
31,2020-05-28,599,68
32,2020-05-28,83,23
33,2020-05-28,841,145
34,2020-05-28,655,118
35,2020-05-28,404,84
36,2020-05-28,101,76
37,2020-05-28,293,79
38,2020-05-28,614,143
39,2020-05-28,266,61
40,2020-05-28,64,12
41,2020-05-28,216,63
42,2020-05-28,837,237
43,2020-05-28,91,15
44,2020-05-28,555,144
45,2020-05-28,536,93
46,2020-05-28,64,22
47,2020-05-28,58,9
48,2020-05-28,23,1
49,2020-05-28,512,133
50,2020-05-28,123,47
51,2020-05-28,916,253
52,2020-05-28,202,78
53,2020-05-28,145,42
54,2020-05-28,1034,341
55,2020-05-28,407,93
56,2020-05-28,380,90
57,2020-05-28,2109,794
58,2020-05-28,77,27
59,2020-05-28,1879,568
60,2020-05-28,957,389
61,2020-05-28,197,37
62,2020-05-28,1179,283
63,2020-05-28,166,42
64,2020-05-28,210,27
65,2020-05-28,143,25
66,2020-05-28,276,34
67,2020-05-28,2211,626
68,2020-05-28,2411,775
69,2020-05-28,2587,623
70,2020-05-28,254,77
71,2020-05-28,612,193
72,2020-05-28,297,78
73,2020-05-28,369,66
74,2020-05-28,795,160
75,2020-05-28,5558,1689
76,2020-05-28,685,175
77,2020-05-28,2307,631
78,2020-05-28,1887,490
79,2020-05-28,58,20
80,2020-05-28,663,215
81,2020-05-28,109,22
82,2020-05-28,40,5
83,2020-05-28,849,127
84,2020-05-28,228,35
85,2020-05-28,196,37
86,2020-05-28,124,38
87,2020-05-28,117,25
88,2020-05-28,662,252
89,2020-05-28,257,84
90,2020-05-28,491,173
91,2020-05-28,1988,492
92,2020-05-28,3816,1017
93,2020-05-28,3165,946
94,2020-05-28,3418,1098
95,2020-05-28,2245,674
971,2020-05-28,73,17
972,2020-05-28,81,14
973,2020-05-28,70,1
974,2020-05-28,116,1
